motif	tf.gene	tf.ensg
MA0884.1	OTP	ENSG00000171540
MA0884.1	ARGFX	ENSG00000186103
MA0884.1	RAX	ENSG00000134438
MA0884.1	SEBOX	ENSG00000274529
MA0884.1	SHOX	ENSG00000185960
MA0884.1	UNCX	ENSG00000164853
MA0884.1	ARX	ENSG00000004848
MA0884.1	DPRX	ENSG00000204595
MA0884.1	DRGX	ENSG00000165606
MA0884.1	GSC	ENSG00000133937
MA0884.1	GSC2	ENSG00000063515
MA0884.1	ESX1	ENSG00000123576
MA0884.1	DUX4	ENSG00000260596
MA0884.1	VSX1	ENSG00000100987
MA0884.1	VSX2	ENSG00000119614
MA0884.1	TPRX1	ENSG00000178928
MA0884.1	SHOX2	ENSG00000168779
MA0884.1	RHOXF1	ENSG00000101883
MA0884.1	RHOXF2	ENSG00000131721
MA0884.1	RHOXF2B	ENSG00000203989
MA0884.1	RAX2	ENSG00000173976
MA0884.1	PRRX1	ENSG00000116132
MA0884.1	PRRX2	ENSG00000167157
MA0884.1	PROP1	ENSG00000175325
MA0884.1	PITX1	ENSG00000069011
MA0884.1	PITX2	ENSG00000164093
MA0884.1	PITX3	ENSG00000107859
MA0884.1	PHOX2A	ENSG00000165462
MA0884.1	PHOX2B	ENSG00000109132
MA0884.1	OTX1	ENSG00000115507
MA0884.1	OTX2	ENSG00000165588
MA0884.1	CRX	ENSG00000105392
MA0884.1	MIXL1	ENSG00000185155
MA0884.1	HESX1	ENSG00000163666
MA0884.1	ALX1	ENSG00000180318
MA0884.1	ALX3	ENSG00000156150
MA0884.1	ALX4	ENSG00000052850
MA0884.1	ELF3	ENSG00000163435
MA0885.1	NANOG	ENSG00000111704
MA0885.1	NOTO	ENSG00000214513
MA0885.1	VENTX	ENSG00000151650
MA0885.1	BSX	ENSG00000188909
MA0885.1	HHEX	ENSG00000152804
MA0885.1	HLX	ENSG00000136630
MA0885.1	EN1	ENSG00000163064
MA0885.1	EN2	ENSG00000164778
MA0885.1	EMX1	ENSG00000135638
MA0885.1	EMX2	ENSG00000170370
MA0885.1	DLX1	ENSG00000144355
MA0885.1	DLX3	ENSG00000064195
MA0885.1	DLX4	ENSG00000108813
MA0885.1	DLX5	ENSG00000105880
MA0885.1	DLX6	ENSG00000006377
MA0885.1	DBX1	ENSG00000109851
MA0885.1	DBX2	ENSG00000185610
MA0885.1	VAX1	ENSG00000148704
MA0885.1	VAX2	ENSG00000116035
MA0885.1	TLX1	ENSG00000107807
MA0885.1	TLX2	ENSG00000115297
MA0885.1	TLX3	ENSG00000164438
MA0885.1	BARX1	ENSG00000131668
MA0885.1	BARX2	ENSG00000043039
MA0885.1	HMX1	ENSG00000215612
MA0885.1	HMX2	ENSG00000188816
MA0885.1	HMX3	ENSG00000188620
MA0885.1	MSX1	ENSG00000163132
MA0885.1	MSX2	ENSG00000120149
MA0885.1	LBX1	ENSG00000138136
MA0885.1	LBX2	ENSG00000179528
MA0885.1	BARHL1	ENSG00000125492
MA0885.1	BARHL2	ENSG00000143032
MA0885.1	NR2E1	ENSG00000112333
MA0886.1	NANOG	ENSG00000111704
MA0886.1	NOTO	ENSG00000214513
MA0886.1	VENTX	ENSG00000151650
MA0886.1	BSX	ENSG00000188909
MA0886.1	HHEX	ENSG00000152804
MA0886.1	HLX	ENSG00000136630
MA0886.1	EN1	ENSG00000163064
MA0886.1	EN2	ENSG00000164778
MA0886.1	EMX1	ENSG00000135638
MA0886.1	DLX1	ENSG00000144355
MA0886.1	DLX2	ENSG00000115844
MA0886.1	DLX3	ENSG00000064195
MA0886.1	DLX4	ENSG00000108813
MA0886.1	DLX5	ENSG00000105880
MA0886.1	DLX6	ENSG00000006377
MA0886.1	DBX1	ENSG00000109851
MA0886.1	DBX2	ENSG00000185610
MA0886.1	VAX1	ENSG00000148704
MA0886.1	VAX2	ENSG00000116035
MA0886.1	TLX1	ENSG00000107807
MA0886.1	TLX2	ENSG00000115297
MA0886.1	TLX3	ENSG00000164438
MA0886.1	BARX1	ENSG00000131668
MA0886.1	BARX2	ENSG00000043039
MA0886.1	HMX1	ENSG00000215612
MA0886.1	HMX2	ENSG00000188816
MA0886.1	HMX3	ENSG00000188620
MA0886.1	MSX1	ENSG00000163132
MA0886.1	MSX2	ENSG00000120149
MA0886.1	LBX1	ENSG00000138136
MA0886.1	LBX2	ENSG00000179528
MA0886.1	BARHL1	ENSG00000125492
MA0886.1	BARHL2	ENSG00000143032
MA0886.1	NR2E1	ENSG00000112333
MA0887.1	CDX1	ENSG00000113722
MA0887.1	CDX2	ENSG00000165556
MA0887.1	CDX4	ENSG00000131264
MA0887.1	HOXA9	ENSG00000078399
MA0887.1	HOXD11	ENSG00000128713
MA0887.1	HOXC12	ENSG00000123407
MA0887.1	HOXD12	ENSG00000170178
MA0887.1	HOXA13	ENSG00000106031
MA0887.1	HOXB13	ENSG00000159184
MA0887.1	HOXC13	ENSG00000123364
MA0887.1	HOXD13	ENSG00000128714
MA0887.1	HOXB9	ENSG00000170689
MA0887.1	HOXC9	ENSG00000180806
MA0887.1	HOXD9	ENSG00000128709
MA0887.1	HOXA10	ENSG00000253293
MA0887.1	HOXC10	ENSG00000180818
MA0887.1	HOXD10	ENSG00000128710
MA0887.1	HOXA11	ENSG00000005073
MA0887.1	HOXC11	ENSG00000123388
MA0887.1	HOXB8	ENSG00000120068
MA0887.1	HOXC8	ENSG00000037965
MA0887.1	HOXD8	ENSG00000175879
MA0887.1	HOXA6	ENSG00000106006
MA0887.1	HOXB6	ENSG00000108511
MA0887.1	HOXC6	ENSG00000197757
MA0887.1	HOXA7	ENSG00000122592
MA0887.1	HOXB7	ENSG00000260027
MA0887.1	HOXA5	ENSG00000106004
MA0887.1	HOXB5	ENSG00000120075
MA0887.1	HOXC5	ENSG00000172789
MA0887.1	HOXA4	ENSG00000197576
MA0887.1	HOXB4	ENSG00000182742
MA0887.1	HOXC4	ENSG00000198353
MA0887.1	HOXD4	ENSG00000170166
MA0887.1	HOXA3	ENSG00000105997
MA0887.1	HOXB3	ENSG00000120093
MA0887.1	HOXD3	ENSG00000128652
MA0887.1	HOXA2	ENSG00000105996
MA0887.1	HOXB2	ENSG00000173917
MA0887.1	PDX1	ENSG00000139515
MA0887.1	MEOX1	ENSG00000005102
MA0887.1	MEOX2	ENSG00000106511
MA0887.1	MNX1	ENSG00000130675
MA0887.1	GSX1	ENSG00000169840
MA0887.1	GSX2	ENSG00000180613
MA0887.1	GBX1	ENSG00000164900
MA0887.1	GBX2	ENSG00000168505
MA0887.1	EVX2	ENSG00000174279
MA0887.1	HOXA1	ENSG00000105991
MA0887.1	HOXB1	ENSG00000120094
MA0887.1	HOXD1	ENSG00000128645
MA0888.1	CDX1	ENSG00000113722
MA0888.1	CDX2	ENSG00000165556
MA0888.1	CDX4	ENSG00000131264
MA0888.1	HOXA9	ENSG00000078399
MA0888.1	HOXD11	ENSG00000128713
MA0888.1	HOXC12	ENSG00000123407
MA0888.1	HOXD12	ENSG00000170178
MA0888.1	HOXA13	ENSG00000106031
MA0888.1	HOXB13	ENSG00000159184
MA0888.1	HOXC13	ENSG00000123364
MA0888.1	HOXD13	ENSG00000128714
MA0888.1	HOXB9	ENSG00000170689
MA0888.1	HOXC9	ENSG00000180806
MA0888.1	HOXD9	ENSG00000128709
MA0888.1	HOXA10	ENSG00000253293
MA0888.1	HOXC10	ENSG00000180818
MA0888.1	HOXD10	ENSG00000128710
MA0888.1	HOXA11	ENSG00000005073
MA0888.1	HOXC11	ENSG00000123388
MA0888.1	HOXB8	ENSG00000120068
MA0888.1	HOXC8	ENSG00000037965
MA0888.1	HOXD8	ENSG00000175879
MA0888.1	HOXA6	ENSG00000106006
MA0888.1	HOXB6	ENSG00000108511
MA0888.1	HOXC6	ENSG00000197757
MA0888.1	HOXA7	ENSG00000122592
MA0888.1	HOXB7	ENSG00000260027
MA0888.1	HOXA5	ENSG00000106004
MA0888.1	HOXB5	ENSG00000120075
MA0888.1	HOXC5	ENSG00000172789
MA0888.1	HOXA4	ENSG00000197576
MA0888.1	HOXB4	ENSG00000182742
MA0888.1	HOXC4	ENSG00000198353
MA0888.1	HOXD4	ENSG00000170166
MA0888.1	HOXA3	ENSG00000105997
MA0888.1	HOXB3	ENSG00000120093
MA0888.1	HOXD3	ENSG00000128652
MA0888.1	HOXA2	ENSG00000105996
MA0888.1	HOXB2	ENSG00000173917
MA0888.1	PDX1	ENSG00000139515
MA0888.1	MEOX1	ENSG00000005102
MA0888.1	MEOX2	ENSG00000106511
MA0888.1	MNX1	ENSG00000130675
MA0888.1	GSX1	ENSG00000169840
MA0888.1	GSX2	ENSG00000180613
MA0888.1	GBX1	ENSG00000164900
MA0888.1	GBX2	ENSG00000168505
MA0888.1	EVX1	ENSG00000106038
MA0888.1	HOXA1	ENSG00000105991
MA0888.1	HOXB1	ENSG00000120094
MA0888.1	HOXD1	ENSG00000128645
MA0889.1	CDX1	ENSG00000113722
MA0889.1	CDX2	ENSG00000165556
MA0889.1	CDX4	ENSG00000131264
MA0889.1	HOXA9	ENSG00000078399
MA0889.1	HOXD11	ENSG00000128713
MA0889.1	HOXC12	ENSG00000123407
MA0889.1	HOXD12	ENSG00000170178
MA0889.1	HOXA13	ENSG00000106031
MA0889.1	HOXB13	ENSG00000159184
MA0889.1	HOXC13	ENSG00000123364
MA0889.1	HOXD13	ENSG00000128714
MA0889.1	HOXB9	ENSG00000170689
MA0889.1	HOXC9	ENSG00000180806
MA0889.1	HOXD9	ENSG00000128709
MA0889.1	HOXA10	ENSG00000253293
MA0889.1	HOXC10	ENSG00000180818
MA0889.1	HOXD10	ENSG00000128710
MA0889.1	HOXA11	ENSG00000005073
MA0889.1	HOXC11	ENSG00000123388
MA0889.1	HOXB8	ENSG00000120068
MA0889.1	HOXC8	ENSG00000037965
MA0889.1	HOXD8	ENSG00000175879
MA0889.1	HOXA6	ENSG00000106006
MA0889.1	HOXB6	ENSG00000108511
MA0889.1	HOXC6	ENSG00000197757
MA0889.1	HOXA7	ENSG00000122592
MA0889.1	HOXB7	ENSG00000260027
MA0889.1	HOXA5	ENSG00000106004
MA0889.1	HOXB5	ENSG00000120075
MA0889.1	HOXC5	ENSG00000172789
MA0889.1	HOXA4	ENSG00000197576
MA0889.1	HOXB4	ENSG00000182742
MA0889.1	HOXC4	ENSG00000198353
MA0889.1	HOXD4	ENSG00000170166
MA0889.1	HOXA3	ENSG00000105997
MA0889.1	HOXB3	ENSG00000120093
MA0889.1	HOXD3	ENSG00000128652
MA0889.1	HOXA2	ENSG00000105996
MA0889.1	HOXB2	ENSG00000173917
MA0889.1	PDX1	ENSG00000139515
MA0889.1	MEOX1	ENSG00000005102
MA0889.1	MEOX2	ENSG00000106511
MA0889.1	MNX1	ENSG00000130675
MA0889.1	GSX1	ENSG00000169840
MA0889.1	GSX2	ENSG00000180613
MA0889.1	GBX2	ENSG00000168505
MA0889.1	EVX1	ENSG00000106038
MA0889.1	EVX2	ENSG00000174279
MA0889.1	HOXA1	ENSG00000105991
MA0889.1	HOXB1	ENSG00000120094
MA0889.1	HOXD1	ENSG00000128645
MA0890.1	CDX1	ENSG00000113722
MA0890.1	CDX2	ENSG00000165556
MA0890.1	CDX4	ENSG00000131264
MA0890.1	HOXA9	ENSG00000078399
MA0890.1	HOXD11	ENSG00000128713
MA0890.1	HOXC12	ENSG00000123407
MA0890.1	HOXD12	ENSG00000170178
MA0890.1	HOXA13	ENSG00000106031
MA0890.1	HOXB13	ENSG00000159184
MA0890.1	HOXC13	ENSG00000123364
MA0890.1	HOXD13	ENSG00000128714
MA0890.1	HOXB9	ENSG00000170689
MA0890.1	HOXC9	ENSG00000180806
MA0890.1	HOXD9	ENSG00000128709
MA0890.1	HOXA10	ENSG00000253293
MA0890.1	HOXC10	ENSG00000180818
MA0890.1	HOXD10	ENSG00000128710
MA0890.1	HOXA11	ENSG00000005073
MA0890.1	HOXC11	ENSG00000123388
MA0890.1	HOXB8	ENSG00000120068
MA0890.1	HOXC8	ENSG00000037965
MA0890.1	HOXD8	ENSG00000175879
MA0890.1	HOXA6	ENSG00000106006
MA0890.1	HOXB6	ENSG00000108511
MA0890.1	HOXC6	ENSG00000197757
MA0890.1	HOXA7	ENSG00000122592
MA0890.1	HOXB7	ENSG00000260027
MA0890.1	HOXA5	ENSG00000106004
MA0890.1	HOXB5	ENSG00000120075
MA0890.1	HOXC5	ENSG00000172789
MA0890.1	HOXA4	ENSG00000197576
MA0890.1	HOXB4	ENSG00000182742
MA0890.1	HOXC4	ENSG00000198353
MA0890.1	HOXD4	ENSG00000170166
MA0890.1	HOXA3	ENSG00000105997
MA0890.1	HOXB3	ENSG00000120093
MA0890.1	HOXD3	ENSG00000128652
MA0890.1	HOXA2	ENSG00000105996
MA0890.1	HOXB2	ENSG00000173917
MA0890.1	PDX1	ENSG00000139515
MA0890.1	MEOX1	ENSG00000005102
MA0890.1	MEOX2	ENSG00000106511
MA0890.1	MNX1	ENSG00000130675
MA0890.1	GSX1	ENSG00000169840
MA0890.1	GSX2	ENSG00000180613
MA0890.1	GBX1	ENSG00000164900
MA0890.1	EVX1	ENSG00000106038
MA0890.1	EVX2	ENSG00000174279
MA0890.1	HOXA1	ENSG00000105991
MA0890.1	HOXB1	ENSG00000120094
MA0890.1	HOXD1	ENSG00000128645
MA0891.1	HOPX	ENSG00000171476
MA0891.1	ISX	ENSG00000175329
MA0891.1	LEUTX	ENSG00000213921
MA0891.1	NOBOX	ENSG00000106410
MA0891.1	OTP	ENSG00000171540
MA0891.1	ARGFX	ENSG00000186103
MA0891.1	RAX	ENSG00000134438
MA0891.1	SEBOX	ENSG00000274529
MA0891.1	SHOX	ENSG00000185960
MA0891.1	UNCX	ENSG00000164853
MA0891.1	ARX	ENSG00000004848
MA0891.1	DPRX	ENSG00000204595
MA0891.1	DRGX	ENSG00000165606
MA0891.1	GSC	ENSG00000133937
MA0891.1	ESX1	ENSG00000123576
MA0891.1	DUXA	ENSG00000258873
MA0891.1	DUX4	ENSG00000260596
MA0891.1	VSX1	ENSG00000100987
MA0891.1	VSX2	ENSG00000119614
MA0891.1	TPRX1	ENSG00000178928
MA0891.1	SHOX2	ENSG00000168779
MA0891.1	RHOXF1	ENSG00000101883
MA0891.1	RHOXF2	ENSG00000131721
MA0891.1	RHOXF2B	ENSG00000203989
MA0891.1	RAX2	ENSG00000173976
MA0891.1	PRRX1	ENSG00000116132
MA0891.1	PRRX2	ENSG00000167157
MA0891.1	PROP1	ENSG00000175325
MA0891.1	PITX1	ENSG00000069011
MA0891.1	PITX2	ENSG00000164093
MA0891.1	PITX3	ENSG00000107859
MA0891.1	PHOX2A	ENSG00000165462
MA0891.1	PHOX2B	ENSG00000109132
MA0891.1	OTX1	ENSG00000115507
MA0891.1	OTX2	ENSG00000165588
MA0891.1	CRX	ENSG00000105392
MA0891.1	MIXL1	ENSG00000185155
MA0891.1	HESX1	ENSG00000163666
MA0891.1	ALX1	ENSG00000180318
MA0891.1	ALX3	ENSG00000156150
MA0891.1	ALX4	ENSG00000052850
MA0891.1	ELF3	ENSG00000163435
MA0892.1	CDX1	ENSG00000113722
MA0892.1	CDX2	ENSG00000165556
MA0892.1	CDX4	ENSG00000131264
MA0892.1	HOXA9	ENSG00000078399
MA0892.1	HOXD11	ENSG00000128713
MA0892.1	HOXC12	ENSG00000123407
MA0892.1	HOXD12	ENSG00000170178
MA0892.1	HOXA13	ENSG00000106031
MA0892.1	HOXB13	ENSG00000159184
MA0892.1	HOXC13	ENSG00000123364
MA0892.1	HOXD13	ENSG00000128714
MA0892.1	HOXB9	ENSG00000170689
MA0892.1	HOXC9	ENSG00000180806
MA0892.1	HOXD9	ENSG00000128709
MA0892.1	HOXA10	ENSG00000253293
MA0892.1	HOXC10	ENSG00000180818
MA0892.1	HOXD10	ENSG00000128710
MA0892.1	HOXA11	ENSG00000005073
MA0892.1	HOXC11	ENSG00000123388
MA0892.1	HOXB8	ENSG00000120068
MA0892.1	HOXC8	ENSG00000037965
MA0892.1	HOXD8	ENSG00000175879
MA0892.1	HOXA6	ENSG00000106006
MA0892.1	HOXB6	ENSG00000108511
MA0892.1	HOXC6	ENSG00000197757
MA0892.1	HOXA7	ENSG00000122592
MA0892.1	HOXB7	ENSG00000260027
MA0892.1	HOXA5	ENSG00000106004
MA0892.1	HOXB5	ENSG00000120075
MA0892.1	HOXC5	ENSG00000172789
MA0892.1	HOXA4	ENSG00000197576
MA0892.1	HOXB4	ENSG00000182742
MA0892.1	HOXC4	ENSG00000198353
MA0892.1	HOXD4	ENSG00000170166
MA0892.1	HOXA3	ENSG00000105997
MA0892.1	HOXB3	ENSG00000120093
MA0892.1	HOXD3	ENSG00000128652
MA0892.1	HOXA2	ENSG00000105996
MA0892.1	HOXB2	ENSG00000173917
MA0892.1	PDX1	ENSG00000139515
MA0892.1	MEOX1	ENSG00000005102
MA0892.1	MEOX2	ENSG00000106511
MA0892.1	MNX1	ENSG00000130675
MA0892.1	GSX2	ENSG00000180613
MA0892.1	GBX1	ENSG00000164900
MA0892.1	GBX2	ENSG00000168505
MA0892.1	EVX1	ENSG00000106038
MA0892.1	EVX2	ENSG00000174279
MA0892.1	HOXA1	ENSG00000105991
MA0892.1	HOXB1	ENSG00000120094
MA0892.1	HOXD1	ENSG00000128645
MA0893.1	CDX1	ENSG00000113722
MA0893.1	CDX2	ENSG00000165556
MA0893.1	CDX4	ENSG00000131264
MA0893.1	HOXA9	ENSG00000078399
MA0893.1	HOXD11	ENSG00000128713
MA0893.1	HOXC12	ENSG00000123407
MA0893.1	HOXD12	ENSG00000170178
MA0893.1	HOXA13	ENSG00000106031
MA0893.1	HOXB13	ENSG00000159184
MA0893.1	HOXC13	ENSG00000123364
MA0893.1	HOXD13	ENSG00000128714
MA0893.1	HOXB9	ENSG00000170689
MA0893.1	HOXC9	ENSG00000180806
MA0893.1	HOXD9	ENSG00000128709
MA0893.1	HOXA10	ENSG00000253293
MA0893.1	HOXC10	ENSG00000180818
MA0893.1	HOXD10	ENSG00000128710
MA0893.1	HOXA11	ENSG00000005073
MA0893.1	HOXC11	ENSG00000123388
MA0893.1	HOXB8	ENSG00000120068
MA0893.1	HOXC8	ENSG00000037965
MA0893.1	HOXD8	ENSG00000175879
MA0893.1	HOXA6	ENSG00000106006
MA0893.1	HOXB6	ENSG00000108511
MA0893.1	HOXC6	ENSG00000197757
MA0893.1	HOXA7	ENSG00000122592
MA0893.1	HOXB7	ENSG00000260027
MA0893.1	HOXA5	ENSG00000106004
MA0893.1	HOXB5	ENSG00000120075
MA0893.1	HOXC5	ENSG00000172789
MA0893.1	HOXA4	ENSG00000197576
MA0893.1	HOXB4	ENSG00000182742
MA0893.1	HOXC4	ENSG00000198353
MA0893.1	HOXD4	ENSG00000170166
MA0893.1	HOXA3	ENSG00000105997
MA0893.1	HOXB3	ENSG00000120093
MA0893.1	HOXD3	ENSG00000128652
MA0893.1	HOXA2	ENSG00000105996
MA0893.1	HOXB2	ENSG00000173917
MA0893.1	PDX1	ENSG00000139515
MA0893.1	MEOX1	ENSG00000005102
MA0893.1	MEOX2	ENSG00000106511
MA0893.1	MNX1	ENSG00000130675
MA0893.1	GSX1	ENSG00000169840
MA0893.1	GBX1	ENSG00000164900
MA0893.1	GBX2	ENSG00000168505
MA0893.1	EVX1	ENSG00000106038
MA0893.1	EVX2	ENSG00000174279
MA0893.1	HOXA1	ENSG00000105991
MA0893.1	HOXB1	ENSG00000120094
MA0893.1	HOXD1	ENSG00000128645
MA0894.1	HOPX	ENSG00000171476
MA0894.1	ISX	ENSG00000175329
MA0894.1	LEUTX	ENSG00000213921
MA0894.1	NOBOX	ENSG00000106410
MA0894.1	OTP	ENSG00000171540
MA0894.1	ARGFX	ENSG00000186103
MA0894.1	RAX	ENSG00000134438
MA0894.1	SEBOX	ENSG00000274529
MA0894.1	SHOX	ENSG00000185960
MA0894.1	UNCX	ENSG00000164853
MA0894.1	ARX	ENSG00000004848
MA0894.1	DPRX	ENSG00000204595
MA0894.1	DRGX	ENSG00000165606
MA0894.1	GSC	ENSG00000133937
MA0894.1	GSC2	ENSG00000063515
MA0894.1	ESX1	ENSG00000123576
MA0894.1	DUXA	ENSG00000258873
MA0894.1	DUX4	ENSG00000260596
MA0894.1	VSX1	ENSG00000100987
MA0894.1	VSX2	ENSG00000119614
MA0894.1	TPRX1	ENSG00000178928
MA0894.1	SHOX2	ENSG00000168779
MA0894.1	RHOXF1	ENSG00000101883
MA0894.1	RHOXF2	ENSG00000131721
MA0894.1	RHOXF2B	ENSG00000203989
MA0894.1	RAX2	ENSG00000173976
MA0894.1	PRRX1	ENSG00000116132
MA0894.1	PRRX2	ENSG00000167157
MA0894.1	PROP1	ENSG00000175325
MA0894.1	PITX1	ENSG00000069011
MA0894.1	PITX2	ENSG00000164093
MA0894.1	PITX3	ENSG00000107859
MA0894.1	PHOX2A	ENSG00000165462
MA0894.1	PHOX2B	ENSG00000109132
MA0894.1	OTX1	ENSG00000115507
MA0894.1	OTX2	ENSG00000165588
MA0894.1	CRX	ENSG00000105392
MA0894.1	MIXL1	ENSG00000185155
MA0894.1	ALX1	ENSG00000180318
MA0894.1	ALX3	ENSG00000156150
MA0894.1	ALX4	ENSG00000052850
MA0894.1	ELF3	ENSG00000163435
MA0895.1	HDX	ENSG00000165259
MA0895.1	POU6F1	ENSG00000184271
MA0895.1	POU6F2	ENSG00000106536
MA0895.1	POU5F1	ENSG00000204531
MA0895.1	POU5F2	ENSG00000248483
MA0895.1	POU4F1	ENSG00000152192
MA0895.1	POU4F2	ENSG00000151615
MA0895.1	POU4F3	ENSG00000091010
MA0895.1	POU3F1	ENSG00000185668
MA0895.1	POU3F2	ENSG00000184486
MA0895.1	POU3F3	ENSG00000198914
MA0895.1	POU3F4	ENSG00000196767
MA0895.1	POU2F1	ENSG00000143190
MA0895.1	POU2F2	ENSG00000028277
MA0895.1	POU2F3	ENSG00000137709
MA0895.1	POU1F1	ENSG00000064835
MA0896.1	NANOG	ENSG00000111704
MA0896.1	NOTO	ENSG00000214513
MA0896.1	VENTX	ENSG00000151650
MA0896.1	BSX	ENSG00000188909
MA0896.1	HHEX	ENSG00000152804
MA0896.1	HLX	ENSG00000136630
MA0896.1	EN1	ENSG00000163064
MA0896.1	EN2	ENSG00000164778
MA0896.1	EMX1	ENSG00000135638
MA0896.1	EMX2	ENSG00000170370
MA0896.1	DLX1	ENSG00000144355
MA0896.1	DLX2	ENSG00000115844
MA0896.1	DLX3	ENSG00000064195
MA0896.1	DLX4	ENSG00000108813
MA0896.1	DLX5	ENSG00000105880
MA0896.1	DLX6	ENSG00000006377
MA0896.1	DBX1	ENSG00000109851
MA0896.1	DBX2	ENSG00000185610
MA0896.1	VAX1	ENSG00000148704
MA0896.1	VAX2	ENSG00000116035
MA0896.1	TLX1	ENSG00000107807
MA0896.1	TLX2	ENSG00000115297
MA0896.1	TLX3	ENSG00000164438
MA0896.1	BARX1	ENSG00000131668
MA0896.1	BARX2	ENSG00000043039
MA0896.1	HMX2	ENSG00000188816
MA0896.1	HMX3	ENSG00000188620
MA0896.1	MSX1	ENSG00000163132
MA0896.1	MSX2	ENSG00000120149
MA0896.1	LBX1	ENSG00000138136
MA0896.1	LBX2	ENSG00000179528
MA0896.1	BARHL1	ENSG00000125492
MA0896.1	BARHL2	ENSG00000143032
MA0896.1	NR2E1	ENSG00000112333
MA0897.1	NANOG	ENSG00000111704
MA0897.1	NOTO	ENSG00000214513
MA0897.1	VENTX	ENSG00000151650
MA0897.1	BSX	ENSG00000188909
MA0897.1	HHEX	ENSG00000152804
MA0897.1	HLX	ENSG00000136630
MA0897.1	EN1	ENSG00000163064
MA0897.1	EN2	ENSG00000164778
MA0897.1	EMX1	ENSG00000135638
MA0897.1	EMX2	ENSG00000170370
MA0897.1	DLX1	ENSG00000144355
MA0897.1	DLX2	ENSG00000115844
MA0897.1	DLX3	ENSG00000064195
MA0897.1	DLX4	ENSG00000108813
MA0897.1	DLX5	ENSG00000105880
MA0897.1	DLX6	ENSG00000006377
MA0897.1	DBX1	ENSG00000109851
MA0897.1	DBX2	ENSG00000185610
MA0897.1	VAX1	ENSG00000148704
MA0897.1	VAX2	ENSG00000116035
MA0897.1	TLX1	ENSG00000107807
MA0897.1	TLX2	ENSG00000115297
MA0897.1	TLX3	ENSG00000164438
MA0897.1	BARX1	ENSG00000131668
MA0897.1	BARX2	ENSG00000043039
MA0897.1	HMX1	ENSG00000215612
MA0897.1	HMX3	ENSG00000188620
MA0897.1	MSX1	ENSG00000163132
MA0897.1	MSX2	ENSG00000120149
MA0897.1	LBX1	ENSG00000138136
MA0897.1	LBX2	ENSG00000179528
MA0897.1	BARHL1	ENSG00000125492
MA0897.1	BARHL2	ENSG00000143032
MA0897.1	NR2E1	ENSG00000112333
MA0898.1	NANOG	ENSG00000111704
MA0898.1	NOTO	ENSG00000214513
MA0898.1	VENTX	ENSG00000151650
MA0898.1	BSX	ENSG00000188909
MA0898.1	HHEX	ENSG00000152804
MA0898.1	HLX	ENSG00000136630
MA0898.1	EN1	ENSG00000163064
MA0898.1	EN2	ENSG00000164778
MA0898.1	EMX1	ENSG00000135638
MA0898.1	EMX2	ENSG00000170370
MA0898.1	DLX1	ENSG00000144355
MA0898.1	DLX2	ENSG00000115844
MA0898.1	DLX3	ENSG00000064195
MA0898.1	DLX4	ENSG00000108813
MA0898.1	DLX5	ENSG00000105880
MA0898.1	DLX6	ENSG00000006377
MA0898.1	DBX1	ENSG00000109851
MA0898.1	DBX2	ENSG00000185610
MA0898.1	VAX1	ENSG00000148704
MA0898.1	VAX2	ENSG00000116035
MA0898.1	TLX1	ENSG00000107807
MA0898.1	TLX2	ENSG00000115297
MA0898.1	TLX3	ENSG00000164438
MA0898.1	BARX1	ENSG00000131668
MA0898.1	BARX2	ENSG00000043039
MA0898.1	HMX1	ENSG00000215612
MA0898.1	HMX2	ENSG00000188816
MA0898.1	MSX1	ENSG00000163132
MA0898.1	MSX2	ENSG00000120149
MA0898.1	LBX1	ENSG00000138136
MA0898.1	LBX2	ENSG00000179528
MA0898.1	BARHL1	ENSG00000125492
MA0898.1	BARHL2	ENSG00000143032
MA0898.1	NR2E1	ENSG00000112333
MA0899.1	CDX1	ENSG00000113722
MA0899.1	CDX2	ENSG00000165556
MA0899.1	CDX4	ENSG00000131264
MA0899.1	HOXA9	ENSG00000078399
MA0899.1	HOXD11	ENSG00000128713
MA0899.1	HOXC12	ENSG00000123407
MA0899.1	HOXD12	ENSG00000170178
MA0899.1	HOXA13	ENSG00000106031
MA0899.1	HOXB13	ENSG00000159184
MA0899.1	HOXC13	ENSG00000123364
MA0899.1	HOXD13	ENSG00000128714
MA0899.1	HOXB9	ENSG00000170689
MA0899.1	HOXC9	ENSG00000180806
MA0899.1	HOXD9	ENSG00000128709
MA0899.1	HOXC10	ENSG00000180818
MA0899.1	HOXD10	ENSG00000128710
MA0899.1	HOXA11	ENSG00000005073
MA0899.1	HOXC11	ENSG00000123388
MA0899.1	HOXB8	ENSG00000120068
MA0899.1	HOXC8	ENSG00000037965
MA0899.1	HOXD8	ENSG00000175879
MA0899.1	HOXA6	ENSG00000106006
MA0899.1	HOXB6	ENSG00000108511
MA0899.1	HOXC6	ENSG00000197757
MA0899.1	HOXA7	ENSG00000122592
MA0899.1	HOXB7	ENSG00000260027
MA0899.1	HOXA5	ENSG00000106004
MA0899.1	HOXB5	ENSG00000120075
MA0899.1	HOXC5	ENSG00000172789
MA0899.1	HOXA4	ENSG00000197576
MA0899.1	HOXB4	ENSG00000182742
MA0899.1	HOXC4	ENSG00000198353
MA0899.1	HOXD4	ENSG00000170166
MA0899.1	HOXA3	ENSG00000105997
MA0899.1	HOXB3	ENSG00000120093
MA0899.1	HOXD3	ENSG00000128652
